Account,Details,Date,Description,Type,Check or Slip #,Just Text,Sub Category,Primary Category,Vendor,Amount,Tax/Reason,Notes
Business 7060,DEBIT,11/4/2021,PAYPAL INST XFER HELLOFRESH WEB ID: PAYPALSI77,ACH_DEBIT,,Paypal Inst Xferhellofreshweb Id Paypalsi,Restaurant,Food,Hello Fresh,$80.91,Meals,
Business 7060,DEBIT,9/30/2021,PAYPAL INST XFER HELLOFRESH WEB ID: PAYPALSI77,ACH_DEBIT,,Paypal Inst Xferhellofreshweb Id Paypalsi,Restaurant,Food,Hello Fresh,$80.91,Meals,
Business 7060,DEBIT,9/23/2021,PAYPAL INST XFER GREENCHEFCO WEB ID: PAYPALSI77,ACH_DEBIT,,Paypal Inst Xfergreenchefco Web Id Paypalsi,Restaurant,Food,Hello Fresh,$80.91,Meals,
Business 7060,DEBIT,9/3/2021,PAYPAL INST XFER HELLOFRESH WEB ID: PAYPALSI77,ACH_DEBIT,,Paypal Inst Xferhellofreshweb Id Paypalsi,Restaurant,Food,Hello Fresh,$80.91,Meals,
Business 7060,DEBIT,7/8/2021,PAYPAL INST XFER HELLOFRESH WEB ID: PAYPALSI77,ACH_DEBIT,,Paypal Inst Xferhellofreshweb Id Paypalsi,Restaurant,Food,Hello Fresh,$80.91,Meals,
Business 7060,DEBIT,5/28/2021,PAYPAL INST XFER HELLOFRESH WEB ID: PAYPALSI77,ACH_DEBIT,,Paypal Inst Xferhellofreshweb Id Paypalsi,Restaurant,Food,Hello Fresh,$80.91,Meals,
Business 7060,DEBIT,4/22/2021,PAYPAL INST XFER HELLOFRESH WEB ID: PAYPALSI77,ACH_DEBIT,,Paypal Inst Xferhellofreshweb Id Paypalsi,Restaurant,Food,Hello Fresh,$70.91,Meals,
Business 7060,DEBIT,4/15/2021,PAYPAL INST XFER HELLOFRESH WEB ID: PAYPALSI77,ACH_DEBIT,,Paypal Inst Xferhellofreshweb Id Paypalsi,Restaurant,Food,Hello Fresh,$60.91,Meals,
Business 7060,DEBIT,3/18/2021,PAYPAL INST XFER HELLOFRESH WEB ID: PAYPALSI77,ACH_DEBIT,,Paypal Inst Xferhellofreshweb Id Paypalsi,Restaurant,Food,Hello Fresh,$60.91,Meals,
Business 7060,DEBIT,2/16/2021,PAYPAL INST XFER HELLOFRESH WEB ID: PAYPALSI77,ACH_DEBIT,,Paypal Inst Xferhellofreshweb Id Paypalsi,Restaurant,Food,Hello Fresh,$40.91,Meals,
Primary 5925,DEBIT,12/30/2021,MIZUKI SUSHI CITRUS HEIGHT CA 12/28,DEBIT_CARD,,Mizuki Sushi Citrus Height Ca,Restaurant,Food,Mizuki,$58.73,Meals,
Primary 5925,DEBIT,12/30/2021,7-ELEVEN ROSEVILLE CA 12/30,DEBIT_CARD,,Eleven Roseville Ca,Snacks,Food,7-11,$12.59,Meals,
Primary 5925,DEBIT,12/24/2021,STARBUCKS STORE 13400 SACRAMENTO CA 12/23,DEBIT_CARD,,Starbucks Storesacramento Ca,Coffee,Food,Starbucks,$9.70,Meals,
Primary 5925,DEBIT,12/21/2021,PEET'S #32302 ROSEVILLE CA 12/20,DEBIT_CARD,,Peet S Roseville Ca,Coffee,Food,Peet,$7.90,Meals,
Primary 5925,DEBIT,12/20/2021,PAPA MURPHY'S C ROSEVILLE CA 12/19,DEBIT_CARD,,Papa Murphy S C Roseville Ca,Restaurant,Food,Papa Murphy,$53.00,Meals,
Primary 5925,DEBIT,12/20/2021,CARLS JR 1100661 ROCKLIN CA 12/17,DEBIT_CARD,,Carls Jrrocklin Ca,Fast Food,Food,Carls Jr,$17.56,Meals,
Primary 5925,DEBIT,12/16/2021,THAI HUT SACRAMENTO CA 12/14,DEBIT_CARD,,Thai Hut Sacramento Ca,Restaurant,Food,Thai Hut,$30.60,Meals,
Primary 5925,DEBIT,12/16/2021,7-ELEVEN ROSEVILLE CA 12/16,DEBIT_CARD,,Eleven Roseville Ca,Snacks,Food,7-11,$6.29,Meals,
Primary 5925,DEBIT,12/15/2021,CARLS JR 1100562 CARMICHAEL CA 12/15,DEBIT_CARD,,Carls Jrcarmichael Ca,Fast Food,Food,Carls Jr,$6.08,Meals,
Primary 5925,DEBIT,12/13/2021,CHICK-FIL-A #03441 SACRAMENTO CA 12/11,DEBIT_CARD,,Chick Fil A Sacramento Ca,Fast Food,Food,Chick-fil-A,$34.89,Meals,
Primary 5925,DEBIT,12/10/2021,TACO BELL 26783 SACRAMENTO CA 12/09,DEBIT_CARD,,Taco Bellsacramento Ca,Fast Food,Food,Taco Bell,$11.39,Meals,
Primary 5925,DEBIT,12/3/2021,TACO BELL #028110 CITRUS HEIGHT CA 12/02,DEBIT_CARD,,Taco Bell Citrus Height Ca,Fast Food,Food,Taco Bell,$11.39,Meals,
Primary 5925,DEBIT,12/2/2021,JACK IN THE BOX 3426 ROSEVILLE CA 12/01,DEBIT_CARD,,Jack In The Boxroseville Ca,Fast Food,Food,Jack in The Box,$10.33,Meals,
Primary 5925,DEBIT,12/2/2021,7-ELEVEN SACRAMENTO CA 12/02,DEBIT_CARD,,Eleven Sacramento Ca,Snacks,Food,7-11,$75.85,Meals,
Primary 5925,DEBIT,12/2/2021,7-ELEVEN SACRAMENTO CA 12/02,DEBIT_CARD,,Eleven Sacramento Ca,Snacks,Food,7-11,$4.34,Meals,
Primary 5925,DEBIT,12/1/2021,7-ELEVEN ROSEVILLE CA 12/01,DEBIT_CARD,,Eleven Roseville Ca,Snacks,Food,7-11,$12.59,Meals,
Primary 5925,DEBIT,11/29/2021,MIZUKI SUSHI CITRUS HEIGHT CA 11/26,DEBIT_CARD,,Mizuki Sushi Citrus Height Ca,Restaurant,Food,Mizuki,$63.58,Meals,
Primary 5925,DEBIT,11/29/2021,CARLS JR 1100336 FOLSOM CA 11/26,DEBIT_CARD,,Carls Jrfolsom Ca,Fast Food,Food,Carls Jr,$46.46,Meals,
Primary 5925,DEBIT,11/26/2021,SONIC DRIVE IN #5477 ROSEVILLE CA 11/24,DEBIT_CARD,,Sonic Drive In Roseville Ca,Fast Food,Food,Sonic,$14.50,Meals,
Primary 5925,DEBIT,11/24/2021,PEET'S #32302 ROSEVILLE CA 11/23,DEBIT_CARD,,Peet S Roseville Ca,Coffee,Food,Peet,$5.65,Meals,
Primary 5925,DEBIT,11/22/2021,STARBUCKS STORE 21775 SACRAMENTO CA 11/20,DEBIT_CARD,,Starbucks Storesacramento Ca,Coffee,Food,Starbucks,$9.50,Meals,
Primary 5925,DEBIT,11/22/2021,STARBUCKS STORE 13400 SACRAMENTO CA 11/19,DEBIT_CARD,,Starbucks Storesacramento Ca,Coffee,Food,Starbucks,$9.00,Meals,
Primary 5925,DEBIT,11/22/2021,PANDA EXPRESS #925 P olo.com CA 11/21,DEBIT_CARD,,Panda Express P Olo Com Ca,Fast Food,Food,Panda Express,$25.70,Meals,
Primary 5925,DEBIT,11/22/2021,CHICK-FIL-A #03441 SACRAMENTO CA 11/20,DEBIT_CARD,,Chick Fil A Sacramento Ca,Fast Food,Food,Chick-fil-A,$26.83,Meals,
Primary 5925,DEBIT,11/19/2021,TACO BELL 26783 SACRAMENTO CA 11/18,DEBIT_CARD,,Taco Bellsacramento Ca,Fast Food,Food,Taco Bell,$11.39,Meals,
Primary 5925,DEBIT,11/17/2021,7-ELEVEN Roseville CA 11/16,DEBIT_CARD,,Eleven Roseville Ca,Snacks,Food,7-11,$82.35,Meals,
Primary 5925,DEBIT,11/16/2021,SQ *KOJA KITCHEN ROCKLI Rocklin CA 11/15,DEBIT_CARD,,Sq *Koja Kitchen Rockli Rocklin Ca,Restaurant,Food,Koja,$51.91,Meals,
Primary 5925,DEBIT,11/15/2021,STARBUCKS STORE 13400 SACRAMENTO CA 11/13,DEBIT_CARD,,Starbucks Storesacramento Ca,Coffee,Food,Starbucks,$11.25,Meals,
Primary 5925,DEBIT,11/12/2021,JACK IN THE BOX 3426 ROSEVILLE CA 11/11,DEBIT_CARD,,Jack In The Boxroseville Ca,Fast Food,Food,Jack in The Box,$5.03,Meals,
Primary 5925,DEBIT,11/12/2021,7-ELEVEN ROSEVILLE CA 11/11,DEBIT_CARD,,Eleven Roseville Ca,Snacks,Food,7-11,$12.59,Meals,
Primary 5925,DEBIT,11/9/2021,THAI ORCHID RESTAURANT CITRUS HTS CA 11/07,DEBIT_CARD,,Thai Orchid Restaurant Citrus Hts Ca,Restaurant,Food,Thai Orchid,$28.01,Meals,
Primary 5925,DEBIT,11/8/2021,PP*DUTCHBROSCO ROSEVILLE CA 11/06,DEBIT_CARD,,Pp*Dutchbrosco Roseville Ca,Coffee,Food,Dutch Bros,$7.40,Meals,
Primary 5925,DEBIT,11/4/2021,KFC/AW #164 ROSEVILLE CA 11/03,DEBIT_CARD,,Kfcaw Roseville Ca,Fast Food,Food,KFC,$23.68,Meals,
Primary 5925,DEBIT,11/2/2021,CARLS JR 1100446 SACRAMENTO CA 10/31,DEBIT_CARD,,Carls Jrsacramento Ca,Fast Food,Food,Carls Jr,$34.21,Meals,
Primary 5925,DEBIT,11/1/2021,PANDA EXPRESS #925 P olo.com CA 10/31,DEBIT_CARD,,Panda Express P Olo Com Ca,Fast Food,Food,Panda Express,$24.35,Meals,
Primary 5925,DEBIT,11/1/2021,CHICK-FIL-A #03759 ROCKLIN CA 10/29,DEBIT_CARD,,Chick Fil A Rocklin Ca,Fast Food,Food,Chick-fil-A,$34.08,Meals,
Primary 5925,DEBIT,11/1/2021,CHICK-FIL-A #03759 ROCKLIN CA 10/29,DEBIT_CARD,,Chick Fil A Rocklin Ca,Fast Food,Food,Chick-fil-A,$34.08,Meals,
Primary 5925,DEBIT,11/1/2021,CHICK-FIL-A #03759 ROCKLIN CA 10/29,DEBIT_CARD,,Chick Fil A Rocklin Ca,Fast Food,Food,Chick-fil-A,$34.08,Meals,
Primary 5925,DEBIT,10/29/2021,PAPA MURPHY'S C ORANGEVALE CA 10/29,DEBIT_CARD,,Papa Murphy S C Orangevale Ca,Restaurant,Food,Papa Murphy,$15.99,Meals,
Primary 5925,DEBIT,10/28/2021,7-ELEVEN ROSEVILLE CA 10/28,DEBIT_CARD,,Eleven Roseville Ca,Snacks,Food,7-11,$8.58,Meals,
Primary 5925,DEBIT,10/27/2021,STARBUCKS STORE 13400 SACRAMENTO CA 10/26,DEBIT_CARD,,Starbucks Storesacramento Ca,Coffee,Food,Starbucks,$8.70,Meals,
Primary 5925,DEBIT,10/26/2021,STARBUCKS STORE 13400 SACRAMENTO CA 10/25,DEBIT_CARD,,Starbucks Storesacramento Ca,Coffee,Food,Starbucks,$22.35,Meals,
Primary 5925,DEBIT,10/25/2021,STARBUCKS STORE 11333 ROSEVILLE CA 10/23,DEBIT_CARD,,Starbucks Storeroseville Ca,Coffee,Food,Starbucks,$18.40,Meals,
Primary 5925,DEBIT,10/25/2021,MIZUKI SUSHI CITRUS HEIGHT CA 10/22,DEBIT_CARD,,Mizuki Sushi Citrus Height Ca,Restaurant,Food,Mizuki,$63.04,Meals,
Primary 5925,DEBIT,10/25/2021,CARLS JR 1100184 ROSEVILLE CA 10/24,DEBIT_CARD,,Carls Jrroseville Ca,Fast Food,Food,Carls Jr,$21.21,Meals,
Primary 5925,DEBIT,10/22/2021,CHICK-FIL-A #03441 SACRAMENTO CA 10/20,DEBIT_CARD,,Chick Fil A Sacramento Ca,Fast Food,Food,Chick-fil-A,$18.71,Meals,
Primary 5925,DEBIT,10/20/2021,7-ELEVEN SACRAMENTO CA 10/20,DEBIT_CARD,,Eleven Sacramento Ca,Snacks,Food,7-11,$7.02,Meals,
Primary 5925,DEBIT,10/18/2021,KFC/AW #164 ROSEVILLE CA 10/15,DEBIT_CARD,,Kfcaw Roseville Ca,Fast Food,Food,KFC,$10.00,Meals,
Primary 5925,DEBIT,10/15/2021,TACO BELL 26783 SACRAMENTO CA 10/14,DEBIT_CARD,,Taco Bellsacramento Ca,Fast Food,Food,Taco Bell,$11.39,Meals,
Primary 5925,DEBIT,10/14/2021,7-ELEVEN ROSEVILLE CA 10/14,DEBIT_CARD,,Eleven Roseville Ca,Snacks,Food,7-11,$12.59,Meals,
Primary 5925,DEBIT,10/13/2021,PEET'S #32302 ROSEVILLE CA 10/12,DEBIT_CARD,,Peet S Roseville Ca,Coffee,Food,Peet,$7.40,Meals,
Primary 5925,DEBIT,10/12/2021,BURGER KING #2563 Q07 UKIAH CA 10/07,DEBIT_CARD,,Burger King Q Ukiah Ca,Fast Food,Food,Burger King,$16.19,Meals,
Primary 5925,DEBIT,10/8/2021,JAVA DETOUR CITRUS HEIGHT CA 10/07,DEBIT_CARD,,Java Detour Citrus Height Ca,Coffee,Food,Java Detour,$14.11,Meals,
Primary 5925,DEBIT,10/4/2021,MIZUKI SUSHI CITRUS HEIGHT CA 10/01,DEBIT_CARD,,Mizuki Sushi Citrus Height Ca,Restaurant,Food,Mizuki,$54.96,Meals,
Primary 5925,DEBIT,10/1/2021,JACK IN THE BOX 3426 ROSEVILLE CA 09/30,DEBIT_CARD,,Jack In The Boxroseville Ca,Fast Food,Food,Jack in The Box,$4.60,Meals,
Primary 5925,DEBIT,9/30/2021,7-ELEVEN ROSEVILLE CA 09/30,DEBIT_CARD,,Eleven Roseville Ca,Snacks,Food,7-11,$6.29,Meals,
Primary 5925,DEBIT,9/23/2021,TACO BELL 26783 SACRAMENTO CA 09/22,DEBIT_CARD,,Taco Bellsacramento Ca,Fast Food,Food,Taco Bell,$16.44,Meals,
Primary 5925,DEBIT,9/20/2021,SQ *KOJA KITCHEN ROCKLI Rocklin CA 09/17,DEBIT_CARD,,Sq *Koja Kitchen Rockli Rocklin Ca,Restaurant,Food,Koja,$15.34,Meals,
Primary 5925,DEBIT,9/20/2021,PP*DUTCHBROSCO ROSEVILLE CA 09/17,DEBIT_CARD,,Pp*Dutchbrosco Roseville Ca,Coffee,Food,Dutch Bros,$4.50,Meals,
Primary 5925,DEBIT,9/20/2021,PANDA EXPRESS #925 P olo.com CA 09/18,DEBIT_CARD,,Panda Express P Olo Com Ca,Fast Food,Food,Panda Express,$24.35,Meals,
Primary 5925,DEBIT,9/16/2021,MIZUKI SUSHI CITRUS HEIGHT CA 09/14,DEBIT_CARD,,Mizuki Sushi Citrus Height Ca,Restaurant,Food,Mizuki,$53.88,Meals,
Primary 5925,DEBIT,9/15/2021,CARLS JR 1100375 FAIR OAKS CA 09/13,DEBIT_CARD,,Carls Jrfair Oaks Ca,Fast Food,Food,Carls Jr,$7.09,Meals,
Primary 5925,DEBIT,9/13/2021,SQ *OMG YOGURT ROSEVILL ROSEVILLE CA 09/11,DEBIT_CARD,,Sq *Omg Yogurt Rosevill Roseville Ca,Fast Food,Food,OMG Yogurt,$7.86,Meals,
Primary 5925,DEBIT,9/13/2021,CHICK-FIL-A #03441 SACRAMENTO CA 09/11,DEBIT_CARD,,Chick Fil A Sacramento Ca,Fast Food,Food,Chick-fil-A,$19.23,Meals,
Primary 5925,DEBIT,9/9/2021,THAI HUT SACRAMENTO CA 09/07,DEBIT_CARD,,Thai Hut Sacramento Ca,Restaurant,Food,Thai Hut,$52.73,Meals,
Primary 5925,DEBIT,9/9/2021,7-ELEVEN ROSEVILLE CA 09/09,DEBIT_CARD,,Eleven Roseville Ca,Snacks,Food,7-11,$12.59,Meals,
Primary 5925,DEBIT,9/7/2021,KFC/AW #166 RIO LINDA CA 09/05,DEBIT_CARD,,Kfcaw Rio Linda Ca,Fast Food,Food,KFC,$31.95,Meals,
Primary 5925,DEBIT,9/3/2021,TACO BELL 26783 SACRAMENTO CA 09/02,DEBIT_CARD,,Taco Bellsacramento Ca,Fast Food,Food,Taco Bell,$11.39,Meals,
Primary 5925,DEBIT,8/30/2021,STARBUCKS STORE 13400 SACRAMENTO CA 08/29,DEBIT_CARD,,Starbucks Storesacramento Ca,Coffee,Food,Starbucks,$10.10,Meals,
Primary 5925,DEBIT,8/30/2021,MIZUKI SUSHI CITRUS HEIGHT CA 08/27,DEBIT_CARD,,Mizuki Sushi Citrus Height Ca,Restaurant,Food,Mizuki,$57.11,Meals,
Primary 5925,DEBIT,8/26/2021,PANDA EXPRESS #925 P olo.com CA 08/26,DEBIT_CARD,,Panda Express P Olo Com Ca,Fast Food,Food,Panda Express,$22.25,Meals,
Primary 5925,DEBIT,8/26/2021,7-ELEVEN ROSEVILLE CA 08/26,DEBIT_CARD,,Eleven Roseville Ca,Snacks,Food,7-11,$4.30,Meals,
Primary 5925,DEBIT,8/23/2021,PAPA MURPHY'S C ROSEVILLE CA 08/21,DEBIT_CARD,,Papa Murphy S C Roseville Ca,Restaurant,Food,Papa Murphy,$50.75,Meals,
Primary 5925,DEBIT,8/20/2021,7-ELEVEN ROSEVILLE CA 08/20,DEBIT_CARD,,Eleven Roseville Ca,Snacks,Food,7-11,$10.59,Meals,
Primary 5925,DEBIT,8/19/2021,STARBUCKS STORE 11333 ROSEVILLE CA 08/18,DEBIT_CARD,,Starbucks Storeroseville Ca,Coffee,Food,Starbucks,$8.10,Meals,
Primary 5925,DEBIT,8/18/2021,PAPA MURPHY'S C ROSEVILLE CA 08/18,DEBIT_CARD,,Papa Murphy S C Roseville Ca,Restaurant,Food,Papa Murphy,$18.25,Meals,
Primary 5925,DEBIT,8/16/2021,IN N OUT BURGER 217 SACRAMENTO CA 08/13,DEBIT_CARD,,In N Out Burgersacramento Ca,Fast Food,Food,In-N-Out,$15.95,Meals,
Primary 5925,DEBIT,8/13/2021,JACK IN THE BOX 3426 ROSEVILLE CA 08/12,DEBIT_CARD,,Jack In The Boxroseville Ca,Fast Food,Food,Jack in The Box,$4.60,Meals,
Primary 5925,DEBIT,8/12/2021,THAI HUT SACRAMENTO CA 08/10,DEBIT_CARD,,Thai Hut Sacramento Ca,Restaurant,Food,Thai Hut,$27.37,Meals,
Primary 5925,DEBIT,8/12/2021,7-ELEVEN ROSEVILLE CA 08/12,DEBIT_CARD,,Eleven Roseville Ca,Snacks,Food,7-11,$12.59,Meals,
Primary 5925,DEBIT,8/9/2021,TACO BELL 26783 SACRAMENTO CA 08/06,DEBIT_CARD,,Taco Bellsacramento Ca,Fast Food,Food,Taco Bell,$16.33,Meals,
Primary 5925,DEBIT,8/6/2021,STARBUCKS STORE 13400 SACRAMENTO CA 08/05,DEBIT_CARD,,Starbucks Storesacramento Ca,Coffee,Food,Starbucks,$15.50,Meals,
Primary 5925,DEBIT,8/5/2021,PANDA EXPRESS #925 P olo.com CA 08/05,DEBIT_CARD,,Panda Express P Olo Com Ca,Fast Food,Food,Panda Express,$25.38,Meals,
Primary 5925,DEBIT,7/28/2021,7-ELEVEN SACRAMENTO CA 07/28,DEBIT_CARD,,Eleven Sacramento Ca,Snacks,Food,7-11,$5.34,Meals,
Primary 5925,DEBIT,7/27/2021,MIZUKI SUSHI CITRUS HEIGHT CA 07/25,DEBIT_CARD,,Mizuki Sushi Citrus Height Ca,Restaurant,Food,Mizuki,$54.42,Meals,
Primary 5925,DEBIT,7/23/2021,CARLS JR 1100446 SACRAMENTO CA 07/22,DEBIT_CARD,,Carls Jrsacramento Ca,Fast Food,Food,Carls Jr,$6.67,Meals,
Primary 5925,DEBIT,7/19/2021,EASTSIDE CHEF RESTAU WEST SACRAMEN CA 07/16,DEBIT_CARD,,Eastside Chef Restau West Sacramen Ca,Restaurant,Food,Eastside Chef,$85.63,Meals,
Primary 5925,DEBIT,7/15/2021,7-ELEVEN ROSEVILLE CA 07/15,DEBIT_CARD,,Eleven Roseville Ca,Snacks,Food,7-11,$4.30,Meals,
Primary 5925,DEBIT,7/13/2021,MIZUKI SUSHI CITRUS HEIGHT CA 07/11,DEBIT_CARD,,Mizuki Sushi Citrus Height Ca,Restaurant,Food,Mizuki,$58.73,Meals,
Primary 5925,DEBIT,7/12/2021,THAI HUT SACRAMENTO CA 07/10,DEBIT_CARD,,Thai Hut Sacramento Ca,Restaurant,Food,Thai Hut,$27.37,Meals,
Primary 5925,DEBIT,7/12/2021,PP*DUTCH BROS 175 RIO LINDA CA 07/09,DEBIT_CARD,,Pp*Dutch Brosrio Linda Ca,Coffee,Food,Dutch Bros,$12.35,Meals,
Primary 5925,DEBIT,7/9/2021,Subway 65459 Cisco Grove CA 07/09,DEBIT_CARD,,Subwaycisco Grove Ca,Fast Food,Food,Subway,$17.13,Meals,
Primary 5925,DEBIT,7/8/2021,PAPA MURPHY'S C ROSEVILLE CA 07/08,DEBIT_CARD,,Papa Murphy S C Roseville Ca,Restaurant,Food,Papa Murphy,$16.00,Meals,
Primary 5925,DEBIT,6/21/2021,STARBUCKS STORE 29714 RENO NV 06/18,DEBIT_CARD,,Starbucks Storereno Nv,Coffee,Food,Starbucks,$30.00,Meals,
Primary 5925,DEBIT,6/21/2021,CHICK-FIL-A #03446 RNCHO CORDOVA CA 06/17,DEBIT_CARD,,Chick Fil A Rncho Cordova Ca,Fast Food,Food,Chick-fil-A,$30.77,Meals,
Primary 5925,DEBIT,6/18/2021,PP*DUTCH BROS 175 RIO LINDA CA 06/17,DEBIT_CARD,,Pp*Dutch Brosrio Linda Ca,Coffee,Food,Dutch Bros,$14.40,Meals,
Primary 5925,DEBIT,6/18/2021,MIZUKI SUSHI CITRUS HEIGHT CA 06/16,DEBIT_CARD,,Mizuki Sushi Citrus Height Ca,Restaurant,Food,Mizuki,$58.73,Meals,
Primary 5925,DEBIT,6/15/2021,ROSE GARDEN RESTAURANT ROSEVILLE CA 06/14,DEBIT_CARD,,Rose Garden Restaurant Roseville Ca,Restaurant,Food,Rose Garden,$29.09,Meals,
Primary 5925,DEBIT,6/14/2021,CHIPOTLE ONLINE CHIPOTLE.COM CA 06/14,DEBIT_CARD,,Chipotle Online Chipotle Com Ca,Fast Food,Food,Chipotle,$10.11,Meals,
Primary 5925,DEBIT,6/10/2021,7-ELEVEN SACRAMENTO CA 06/10,DEBIT_CARD,,Eleven Sacramento Ca,Snacks,Food,7-11,$6.03,Meals,
Primary 5925,DEBIT,6/9/2021,SONIC DRIVE IN #5477 ROSEVILLE CA 06/08,DEBIT_CARD,,Sonic Drive In Roseville Ca,Fast Food,Food,Sonic,$14.62,Meals,
Primary 5925,DEBIT,6/8/2021,SQ *KOJA KITCHEN ROCKLI Rocklin CA 06/07,DEBIT_CARD,,Sq *Koja Kitchen Rockli Rocklin Ca,Restaurant,Food,Koja,$23.17,Meals,
Primary 5925,DEBIT,6/4/2021,TASTE OF TUSCANY SACRAMENTO CA 06/02,DEBIT_CARD,,Taste Of Tuscany Sacramento Ca,Restaurant,Food,Taste of Tuscany,$34.18,Meals,
Primary 5925,DEBIT,6/2/2021,STARBUCKS STORE 07929 ROSEVILLE CA 06/01,DEBIT_CARD,,Starbucks Storeroseville Ca,Coffee,Food,Starbucks,$4.45,Meals,
Primary 5925,DEBIT,6/1/2021,PP*DUTCHBROSCO ROSEVILLE CA 05/31,DEBIT_CARD,,Pp*Dutchbrosco Roseville Ca,Coffee,Food,Dutch Bros,$9.90,Meals,
Primary 5925,DEBIT,6/1/2021,PEET'S #32302 ROSEVILLE CA 05/29,DEBIT_CARD,,Peet S Roseville Ca,Coffee,Food,Peet,$5.15,Meals,
Primary 5925,DEBIT,5/28/2021,STARBUCKS STORE 05740 WOODLAND CA 05/27,DEBIT_CARD,,Starbucks Storewoodland Ca,Coffee,Food,Starbucks,$11.50,Meals,
Primary 5925,DEBIT,5/27/2021,7-ELEVEN SACRAMENTO CA 05/27,DEBIT_CARD,,Eleven Sacramento Ca,Snacks,Food,7-11,$10.41,Meals,
Primary 5925,DEBIT,5/24/2021,PAPA MURPHY'S C ROSEVILLE CA 05/24,DEBIT_CARD,,Papa Murphy S C Roseville Ca,Restaurant,Food,Papa Murphy,$19.00,Meals,
Primary 5925,DEBIT,5/24/2021,MIZUKI SUSHI CITRUS HEIGHT CA 05/20,DEBIT_CARD,,Mizuki Sushi Citrus Height Ca,Restaurant,Food,Mizuki,$50.65,Meals,
Primary 5925,DEBIT,5/17/2021,PP*DUTCHBROSCO ROSEVILLE CA 05/14,DEBIT_CARD,,Pp*Dutchbrosco Roseville Ca,Coffee,Food,Dutch Bros,$7.40,Meals,
Primary 5925,DEBIT,5/17/2021,PANERA BREAD #202206 P ROSEVILLE CA 05/16,DEBIT_CARD,,Panera Bread P Roseville Ca,Fast Food,Food,Panda Express,$17.58,Meals,
Primary 5925,DEBIT,5/17/2021,MIZUKI SUSHI CITRUS HEIGHT CA 05/14,DEBIT_CARD,,Mizuki Sushi Citrus Height Ca,Restaurant,Food,Mizuki,$52.80,Meals,
Primary 5925,DEBIT,5/10/2021,STARBUCKS STORE 13400 SACRAMENTO CA 05/07,DEBIT_CARD,,Starbucks Storesacramento Ca,Coffee,Food,Starbucks,$10.10,Meals,
Primary 5925,DEBIT,5/10/2021,MIZUKI SUSHI CITRUS HEIGHT CA 05/08,DEBIT_CARD,,Mizuki Sushi Citrus Height Ca,Restaurant,Food,Mizuki,$46.88,Meals,
Primary 5925,DEBIT,5/10/2021,IN N OUT BURGER 276 SACRAMENTO CA 05/08,DEBIT_CARD,,In N Out Burgersacramento Ca,Fast Food,Food,In-N-Out,$15.46,Meals,
Primary 5925,DEBIT,4/26/2021,BURGER KING #17254 CITRUS HEIGHT CA 04/22,DEBIT_CARD,,Burger King Citrus Height Ca,Fast Food,Food,Burger King,$9.89,Meals,
Primary 5925,DEBIT,4/12/2021,PAPA MURPHY'S C ROSEVILLE CA 04/10,DEBIT_CARD,,Papa Murphy S C Roseville Ca,Restaurant,Food,Papa Murphy,$16.00,Meals,
Primary 5925,DEBIT,4/12/2021,MIZUKI SUSHI CITRUS HEIGHT CA 04/08,DEBIT_CARD,,Mizuki Sushi Citrus Height Ca,Restaurant,Food,Mizuki,$57.65,Meals,
Primary 5925,DEBIT,4/7/2021,SUSHI HOUSE ROSEVILLE CA 04/05,DEBIT_CARD,,Sushi House Roseville Ca,Restaurant,Food,Shushi House,$45.69,Meals,
Primary 5925,DEBIT,4/5/2021,STARBUCKS STORE 17861 GRANITE BAY CA 04/02,DEBIT_CARD,,Starbucks Storegranite Bay Ca,Coffee,Food,Starbucks,$10.00,Meals,
Primary 5925,DEBIT,4/2/2021,TACO BELL 26783 SACRAMENTO CA 04/01,DEBIT_CARD,,Taco Bellsacramento Ca,Fast Food,Food,Taco Bell,$11.62,Meals,
Primary 5925,DEBIT,3/29/2021,PANDA EXPRESS #925 P olo.com CA 03/28,DEBIT_CARD,,Panda Express P Olo Com Ca,Fast Food,Food,Panda Express,$26.88,Meals,
Primary 5925,DEBIT,3/22/2021,CHICK-FIL-A #01997 ELK GROVE CA 03/20,DEBIT_CARD,,Chick Fil A Elk Grove Ca,Fast Food,Food,Chick-fil-A,$11.60,Meals,
Primary 5925,DEBIT,3/17/2021,PP*DUTCHBROSCO ROSEVILLE CA 03/16,DEBIT_CARD,,Pp*Dutchbrosco Roseville Ca,Coffee,Food,Dutch Bros,$9.45,Meals,
Primary 5925,DEBIT,3/17/2021,JACK IN THE BOX 3426 ROSEVILLE CA 03/16,DEBIT_CARD,,Jack In The Boxroseville Ca,Fast Food,Food,Jack in The Box,$5.03,Meals,
Primary 5925,DEBIT,3/17/2021,CALIFORNIA BURGERS CITRUS HEIGHT CA 03/16,DEBIT_CARD,,California Burgers Citrus Height Ca,Fast Food,Food,California Burgers,$28.12,Meals,
Primary 5925,DEBIT,3/12/2021,THAI HUT SACRAMENTO CA 03/10,DEBIT_CARD,,Thai Hut Sacramento Ca,Restaurant,Food,Thai Hut,$43.63,Meals,
Primary 5925,DEBIT,3/12/2021,PAPA MURPHY'S C ROSEVILLE CA 03/12,DEBIT_CARD,,Papa Murphy S C Roseville Ca,Restaurant,Food,Papa Murphy,$16.00,Meals,
